Ausgabe;Autoren;Rubrik;Titel;Seiten;Abstract
"2012-3";"Stefan Falk";"fischertechnik-Basiswissen (Grundlagen)";"Perlentauchen (Teil 1)";"11–18";"Es kamen schon mehrfach Anfragen an die ft:pedia, wir mögen doch mal einige der heute nicht mehr hergestellten fischertechnik-Teile und natürlich ihre Einsatzzwecke vorstellen. Also bitteschön: Mit diesem Artikel eröffnen wir eine kleine Serie, die ältere Teile von Mechanik bis Elektronik beleuchtet – immerhin sind sie bei Bedarf ja einzeln oder gebraucht zu haben."
"2012-3";"Marius Seider";"Reportage";"Besuch bei einem Hochregallager-Hersteller";"19–23";"Schon viele Modelle von Hochregallagern sind aus fischertechnik gebaut worden. In den großen Vorbildern steckt allerdings viel mehr als nur das einfache Verfahren einer Ein-/Auslagerungs-Mechanik. Dieser Artikel stellt einige der besonderen Anforderungen und Lösungen vor, die in echten Hochregallagern umgesetzt werden."
"2012-3";"Harald Steinhaus";"Tipps & Tricks";"Kaulquappen (Teil 3)";"24–26";"Wie aus den Teilen 1 und 2 dieses Artikels bereits bekannt ist, entstehen ft-Modellbauprinzen in einem langwierigen und zuweilen schmerzhaften Prozess, nach Heranreifen einer Kaulquappe zu einem entwicklungstechnischen Frosch und einem mutationsauslösenden Kuss durch eine Muse. Die jüngste Brut wird nachfolgend vorgestellt."
"2012-3";"Andreas Tacke";"Tipps & Tricks";"ft-Spezialteile made by TST (Teil 2)";"27–28";"In einer lockeren Reihe stellt TST einige von ihm entwickelte Spezialteile vor, die so manche Lücke des fischertechnik-Systems schließen. Diesmal zu einem Thema, das zweifellos schon viele Fans der Verzweiflung nahe gebracht hat: Wie lässt sich bloß ein Power-Motor stabil in einem Modell befestigen?"
"2012-3";"Sven Engelke";"Modellbahn (Modell)";"Die Bau-Spiel-Bahn auf Märklin-Gleisen";"29–31";"Dieser Artikel stellt eine Möglichkeit vor, die fischertechnik Bau-Spiel-Bahn mit Märklin- Gleisen zu kombinieren. Auch die Ansteuerung von Märklin-Weichen mit einem fischertechnik-Computer-Interface wird beschrieben."
"2012-3";"Dirk Fox";"Computing";"I²C mit TX und Robo Pro – Teil 1: Grundlagen";"32–37";"Mit der im April 2012 veröffentlichten Robo Pro-Version 3.1.3 und dem TX-Firmware-Update 1.30 hat fischertechnik das Tor zur „I²C-Welt“ aufgestoßen: Am TX Controller lassen sich nun nahezu beliebige I²C-Module anschließen und nutzen. Was steckt technisch dahinter? Und wie spricht man I²C-Komponenten in Robo Pro-Programmen an?"
"2012-2";"Dirk Fox";"Editorial";"Gefährdete Spezies";"2";
"2012-2";"Harald Steinhaus";"Flugzeugtechnik (Mechanik)";"Flugzeugfahrwerke";"4–10";"Fischertechnik kann nicht fliegen – aber fahren. Was wäre aber auch ein Flugzeug ohne Fahrwerk? Eine besondere Faszination geht von diesen technischen Meisterwerken aus – denn sie sollen einerseits ein Flugzeug tragen und andererseits bei Bedarf elegant im Rumpf verschwinden. Genau die richtige Herausforderung für ein mechanisches ft-Funktionsmodell."
"2012-2";"Stefan Falk";"Elektromechanik";"Vom Zählen und Abzählen (2)";"11–23";"In dieser Ausgabe stellen wir das im vorherigen Beitrag versprochene Modell vor, in dem wir einmal alle Register ziehen wollen: Ein Bausteinspender, der – natürlich ganz ohne Computer – eine einstellbare Anzahl von Bausteinen ausgibt."
"2012-2";"Andreas Tacke";"Tipps & Tricks";"ft-Spezialteile made by TST (Teil 1)";"24–25";"In einer lockeren Reihe wird TST einige von ihm entwickelte Spezialteile vorstellen, die so manche Lücke beim Bauen mit fischertechnik schließen."
"2012-2";"Michael Tilli";"Einsteigermodell (Modell)";"Bootsbau mit fischertechnik";"26–31";"Der Sommer ist da, und noch kein außentaugliches Modell ist in Sicht? Mit diesem Artikel wird Abhilfe geschaffen: Hier werden die Grundlagen des Schiffbaus mit fischertechnik gezeigt und zum Schluss ein kleines Rennboot gebaut."
"2012-2";"Erik Andresen";"Computing";"The fischertechnik Interface for the Rest of us";"32–38";"Wer sein fischertechnik-Interface unter Linux nutzen möchte, stellt fest, dass es von Robo Pro keine Linux-Version gibt. Um nicht doch auf eine Windows-Installation zurückgreifen zu müssen, gibt es Bibliotheken, mit denen das Interface auch von Linux aus programmiert werden kann. Dieser Beitrag beschreibt die Installation so einer Bibliothek unter einem Ubuntu Linux mit Inbetriebnahme des Robo Explorers."
"2012-2";"Dirk Fox";"Projekt (Modell)";"HP-GL-Plotter (Teil 3)";"39–45";"Im ersten Teil des Beitrags wurde die Konstruktion eines fischertechnik-HP-GL-Plotters vorgestellt [1]. Der zweite Teil des Beitrags führte in Version 1 der Steuersoftware ein, die einfache HP-GL-Grafiken aus .csv-Dateien einlesen und plotten kann [2]. Im dritten Teil wird die Steuersoftware um HP-GL-Vektorgrafik-Befehle erweitert, mit denen Kreise, Kreisbögen, Kreissektoren, Rechtecke und regelmäßige N-Ecke geplottet werden können."
"2012-1";"Dirk Fox";"Editorial";"Aufwind";"2";
"2012-1";"Dirk Fox";"Projekt (Modell)";"HP-GL-Plotter (Teil 2)";"4–12";"Im ersten Teil des Beitrags wurde die Konstruktion der „Hardware“ des HP-GL-Plotters vorgestellt [1]. In diesem zweiten Teil folgt eine Erläuterung des Steuerprogramms – der „Plotter-Software“ – in Robo Pro. Sie erlaubt das Einlesen und Plotten von (leicht modifizierten) HP-GL-Dateien."
"2012-1";"Thomas Püttmann";"Getriebe";"Zahnräder und Übersetzungen (Teil 3)";"13–21";"In diesem Teil unserer Serie geht es um die genaue Form von Zahnrädern. Die meisten Zahnräder besitzen eine Evolventenverzahnung. Es wird mit Versuchen und Modellen erklärt, was eine Kreisevolvente ist und warum sie zur Verzahnung geeignet ist. Abschließend wird ein kurzes Postscript-Programm vorgestellt, mit dem fischertechnik-kompatible Zahnräder mit beliebigen Zahnzahlen gezeichnet und aus Karton angefertigt werden können."
"2012-1";"Stefan Falk";"Elektromechanik";"Vom Zählen und Abzählen (1)";"22–33";"In der Motorsteuerungen-Artikelserie der letzten ft:pedia-Ausgaben hatten wir ja versprochen, Maschinen zu besprechen, die sich selbst steuern. Heute machen wir den Anfang und wenden die bisher dargestellten Schaltungen in zählenden Maschinen an."
"2011-4";"Dirk Fox";"Editorial";"Aller guten Dinge sind – vier.";"2";
"2011-4";"Dirk Fox, Stefan Falk";"Modellideen (Modell)";"Die Clubheft-Modelle (1969 – 2011)";"4–5";"Die fischertechnik-Clubhefte enthalten wahre Perlen – unter anderem viele anregende, interessante und lehrreiche Modelle. Um sie zu finden, muss man jedoch 90 Clubhefte aus 42 Jahren (inzwischen als pdf-Datei verfügbar) einzeln durchsuchen. Damit ihr schneller zum Ziel kommt, haben wir ein Verzeichnis aller Clubheft-Modelle zusammengestellt."
"2011-4";"Stefan Falk";"Schaltungstechnik (Elektromechanik)";"Motorsteuerungen (Teil 4)";"6–20";"In ft:pedia Ausgabe 3/2011 gab es ja recht viel Theorie. Zur Weihnachtsausgabe wollen wir euch dafür mit mehreren Modellen beschäftigen. Aber natürlich werden wir auch etwas Neues erforschen: Wir werden Aufgabenstellungen meistern, die allein mit Tastern nicht zu realisieren sind, und dafür eine höchst interessante elektromechanische Baugruppe kennen lernen."
"2011-4";"Marcel Endlich";"Einsteigermodell (Modell)";"Es muss nicht immer das Interface sein";"21–22";"Ich hatte eine Modellidee, bei der ich zunächst dachte, ich bräuchte das Robo Interface oder den TX Controller, aber nach längerem Nachdenken kam ich auf eine Idee, wie ich mein Modell auch ohne Interface in Betrieb nehmen kann."
"2011-4";"Harald Steinhaus";"Tipps & Tricks";"Reparieren eines Hubgetriebes (37272, 75067)";"23–25";"In vielen ft-Teilesammlungen genießt das Hubgetriebe „Reliquienstatus“ – denn schon immer war es nur in wenigen (eher hochpreisigen) Kästen enthalten, wie heute im Profi E-Tec oder Robo TX Training Lab – und es fehlt selbst im Motor Set XS. Mit einem Einzelteil-Neupreis von knapp 9 Euro zählt es auch nicht gerade zu den „Schüttgut-Komponenten“. Umso ärgerlicher, wenn dem seltenen Spezialgetriebe etwas zustößt …"
"2011-4";"Dirk Fox";"Projekt (Modell)";"HP-GL-Plotter (Teil 1)";"26–34";"Einen minimalistischen Plotter zu entwickeln, der weitgehend ohne Spezialteile auskommt und von vielen fischertechnik-Fans nachgebaut werden kann – das war das Ziel eines kleinen ft:pedia-Projekts, das ich im Juni 2011 – anlässlich des 50sten Geburtstags des ersten Plotters – in Angriff nahm. Gesteuert wird der Plotter von einem Robo Pro-Programm, das die Standard-Kommandosprache HP-GL „versteht“. Im ersten Beitragsteil wird die Konstruktion der „Plotter-Hardware“ vorgestellt."
"2011-4";"Lars Blome";"Elektronik";"Tricks mit Sensoren am Robo-Interface";"35–38";"Die digitalen und analogen Eingänge des Robo Interface erbringen in unzähligen Modellen zuverlässig ihren Dienst. Dieser Beitrag zeigt Wege auf, die bekannten Sensoren auf ungewöhnliche Art und Weise für neue Anwendungsfälle zu verwenden."
"2011-4";"Thomas Püttmann";"Astronomie (Modell)";"Planetarium";"39–51";"Das hier vorgestellte kleine Planetarium verdeutlicht den Lauf von Merkur, Venus und Erde um die Sonne. Insbesondere werden die von der Erde mit dem Feldstecher oder Fernrohr beobachtbaren Phasen der beiden inneren Planeten Venus und Merkur simuliert."
"2011-3";"Dirk Fox";"Editorial";"Gedruckt!";"2";
"2011-3";"Stefan Falk";"Schaltungstechnik (Elektromechanik)";"Motorsteuerungen (Teil 3)";"4–13";"In der ft:pedia-Ausgabe 2/2011 sind wir bis zu einer Schaltung gelangt, mit der wir einen Motor bequem per Taster in beide Richtungen laufen lassen können, und die an den Endlagen automatisch anhält. Heute wollen wir eine Variante kennen lernen, die mit weniger Leitungen auskommt, und wir wollen einen Motor langsam auslaufen lassen, anstatt abrupt zu stoppen."
"2011-3";"Frederik Vormann";"Tipps & Tricks";"Neue ft-Teile selbstgemacht: Polycaprolacton";"14–19";"Neue fischertechnik-Teile lassen sich nicht nur durch „Modding“ gewinnen (siehe den Beitrag von Harald Steinhaus), sondern auch selbst „gießen“. Das Zaubermittel heißt Plaast (Polycaprolacton) – ein Kunststoff, der in 60° heißem Wasser zu einer durchsichtigen Knetmasse wird. Er kann dann prima mit den Finger geformt oder auch in aus fischertechnik gebaute Formen gedrückt werden. In diesem Beitrag wird vorgestellt, wie sich aus Plaast mit wenig Aufwand Bauteile für fischertechnik selbst herstellen lassen."
"2011-3";"Harald Steinhaus";"Tipps & Tricks";"Neue ft-Teile selbstgemacht: Teile-Modding";"20–24";"Es gibt Fälle, in denen der geneigte Bastler an die Grenzen des Systems fischertechnik stößt. Hier verschiebt sich ein Zapfen unter Last, da ist eine Bauteilkante im Weg und der ft-Zapfen stört, da rutscht ein Zahnrad auf der Achse, am Räumschild möchte man etwas anbauen, und schließlich müsste dort eine Achse durch ein Teil hindurch."
"2011-3";"Thomas Püttmann";"Getriebe";"Zahnräder und Übersetzungen (Teil 2)";"25–28";"Im ersten Teil dieser Miniserie ging es überwiegend um die Stirnräder im fischertechnik- System und die Übersetzungen, die mit ihnen erzielt werden können. In diesem zweiten Teil werden Schnecken und vor allem Differentiale benutzt, um die Konstruktion vorgegebener Übersetzungen deutlich zu vereinfachen."
"2011-3";"Dirk Fox";"Flugzeugtechnik (Mechanik)";"Hubschrauberrotoren";"29–35";"Hubschrauber gehören zu den faszinierendsten Fluggeräten: Sie können wie Kolibris in der Luft stehen, ohne Startbahn abheben, punktgenau landen und extrem wendige Manöver fliegen. Zwar ist die Idee des Hubschraubers bereits Jahrhunderte alt, realisiert wurden die ersten funktionsfähigen Hubschrauber aber erst vor ca. 80 Jahren – denn so einfach, wie es aussieht, ist das Fliegen mit Rotoren nicht."
"2011-2";"Dirk Fox";"Editorial";"Zweiter Streich";"2";
"2011-2";"Dirk Fox";"Computing";"Radar und Sonar";"4–8";"In der ersten Ausgabe der ft:pedia wurde am Beispiel des Temperatursensors gezeigt, wie der Robo TX Controller als Messgerät eingesetzt werden kann. Der Abstandssensor erlaubt darüber hinaus nicht nur die Bestimmung von Distanzen – lässt man ihn rotieren, wird er zum einfachen Radargerät (technisch eher einem Sonar) mit einer Reichweite von bis zu 4 m. Damit kann man sogar einen kleinen Raum vermessen."
"2011-2";"Harald Steinhaus";"Tipps & Tricks";"Kaulquappen (Teil 2)";"9–13";"Wir rekapitulieren: Kaulquappen sind Entwürfe, die noch etwas heranreifen müssen, bis sie zu Fröschen werden. Davon muss man viele küssen (als technische Problemlösung ausprobieren). Das alles in der Hoffnung, dass ein paar davon zu Prinzen werden und nicht gar zu viele bitter schmeckende Kröten darunter sind. Im Haraldschen Froschteich herrschte reges Treiben und Blubbern, so dass wir hier einige weitere Exemplare vorstellen können."
"2011-2";"Thomas Habig";"Elektronik";"LEDs mit Vorwiderstand";"14–18";"Leuchtdioden (LEDs) sind eine sehr attraktive Alternative zu den originalen fischertechnik- Leuchtmitteln – sie benötigen deutlich weniger Strom und verlängern damit die „Lebenszeit“ Akku betriebener Modelle. Einige haben sogar eine deutlich höhere Lichtleistung. Allerdings sind bei der Nutzung ein paar Grundregeln zu beachten – will man die Lebensdauer der LEDs nicht künstlich verkürzen."
"2011-2";"Stefan Falk";"Schaltungstechnik (Elektromechanik)";"Motorsteuerungen (Teil 2)";"19–25";"Im ersten Teil dieses Artikels – siehe ft:pedia Ausgabe 1/2011 – führten wir einfache Schaltungen für Motorsteuerungen ein, die nur Taster benötigen. In der heutigen Folge erweitern wir diese Schaltung um eine Endlagenabschaltung und einen Überlastschutz."
"2011-2";"Frederik Vormann";"Modell";"Mechanisches Tresorschloss";"26–29";"Es gibt einige Tresormodelle, die mit dem fischertechnik-Interface arbeiten, elektronisch verriegeln und durch Eingabe einer Nummernfolge auf Tastern ihre Tür öffnen. Tresoren gab es ja aber schon lange vor Elektronik und Computern – das muss also auch rein mechanisch zu realisieren sein. fischertechnik ist doch ein System mit vielen Möglichkeiten, dachte ich mir, und so entstand das hier beschriebene Modell, welches sich auch auf der ft Community[1] und auf youtube[2] findet. Dieser Artikel beschreibt die Mechanik im Inneren genauer."
"2011-2";"Thomas Püttmann";"Getriebe";"Zahnräder und Übersetzungen (Teil 1)";"30–37";"Zahnräder sind zentrale Bestandteile des fischertechnik-Systems. In dieser Miniserie werden einige grundlegende Eigenschaften der fischertechnik-Zahnräder zusammengestellt – vor allem unter dem Gesichtspunkt, wie man sie gut kombiniert und welche Übersetzungen man damit realisieren kann. In Teil 1 geht es überwiegend um die Stirnräder. Als Anwendungsmodell dient zum Schluss eine analoge Zeitanzeige mit Stunden- und Minutenzeiger."
"2011-1";"Dirk Fox";"Editorial";"Willkommen…";"2";
"2011-1";"Stefan Falk";"Schaltungstechnik (Elektromechanik)";"Motorsteuerungen (Teil 1)";"4–8";"Nicht immer muss es gleich ein Interface sein – viele Steuerungen lassen sich viel effektiver mit einfachen Grundschaltungen aus Tastern herstellen. Dies ist der erste einer Reihe von Artikeln, in der einfache und raffinierte Schaltungen gezeigt werden, die in vielen Modellen verwendet werden können."
"2011-1";"Thomas Püttmann";"Getriebe";"Drehmomentverstärker";"9–15";"Getriebe unterscheiden sich von elektrischen Schaltkreisen dadurch, dass sie überwiegend aus passiven Komponenten bestehen. Der Drehmomentverstärker von Henry W. Nieman ist eine aktive mechanische Einheit – in seiner Funktion grob vergleichbar mit einem Transistor. Seine Erfindung im Jahre 1925 ermöglichte die Entwicklung des komplexesten und faszinierendsten mechanischen Analogcomputers, des Differential Analyzers. Der Erfinder des Verstärkers hatte diesen Verwendungszweck nicht vorausgesehen und dachte eher an die synchrone manuelle Steuerung von Schiffsrudern, Schleusentoren oder Geschütztürmen. Der Artikel geht auf die Entstehungsgeschichte des Verstärkers ein, stellt ein Funktionsmodell aus Fischertechnik vor und beschreibt einige Experimente und Anwendungen."
"2011-1";"Dirk Fox";"Fahrzeugtechnik (Modell)";"Lenkungen (Teil 1)";"16–21";"Eines der wichtigsten Elemente eines Fahrzeugmodells ist eine funktionierende Lenkung. Für deren Konstruktion gibt es zahlreiche Möglichkeiten, von denen sich einige bereits in sehr frühen fischertechnik-Bauanleitungen finden. Mit der Zeit wurde die Zahl der Möglichkeiten durch die Entwicklung von Spezialbauteilen erheblich erweitert. Der Beitrag erläutert die technischen Hintergründe und stellt einige wichtige Basistechniken vor."
"2011-1";"Harald Steinhaus";"Tipps & Tricks";"Kaulquappen (Teil 1)";"22–28";"Warum „Kaulquappen“? Das fing an mit einem Ausspruch von Remadus: beim Entwickeln gilt der Erfahrungsgrundsatz, dass man viele Frösche küssen muss (d. h. viele Wege und Entwürfe austesten muss), bis man auf einen Prinzen trifft (ein Entwurf, der es bis zur Praxistauglichkeit bringen kann). Und oft genug sind auch Kröten darunter. So, und wenn man da lauter angefangene Sachen hat, die erst noch bis zum Frosch-Stadium heranreifen müssen, dann können das ja nur Kaulquappen sein."
